Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 04:00:00,08/29/16 05:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 04:00:00,08/29/16 05:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 04:00:00,08/29/16 05:00:00,2042
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 04:00:00,08/29/16 05:00:00,4934343
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 04:00:00,08/29/16 05:00:00,455225
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 04:00:00,08/29/16 05:00:00,824049664
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 04:00:00,08/29/16 05:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 04:00:00,08/29/16 05:00:00,760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 05:00:00,08/29/16 06:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,532
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 05:00:00,08/29/16 06:00:00,1
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 05:00:00,08/29/16 06:00:00,2
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 05:00:00,08/29/16 06:00:00,107374182400
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 05:00:00,08/29/16 06:00:00,25340
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,304
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 05:00:00,08/29/16 06:00:00,1516
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,684
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 05:00:00,08/29/16 06:00:00,1
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,5047449
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,478018
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,760
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 05:00:00,08/29/16 06:00:00,824049664
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,266836
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 05:00:00,08/29/16 06:00:00,5546723
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 05:00:00,08/29/16 06:00:00,2045
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,4987470
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,228
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,912
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 06:00:00,08/29/16 07:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 06:00:00,08/29/16 07:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 06:00:00,08/29/16 07:00:00,1474
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,228
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 06:00:00,08/29/16 07:00:00,5368709120
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 06:00:00,08/29/16 07:00:00,25051
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,760
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 06:00:00,08/29/16 07:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,458278
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,258186
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 06:00:00,08/29/16 07:00:00,2
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 06:00:00,08/29/16 07:00:00,2011
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,5402579
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 06:00:00,08/29/16 07:00:00,912
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 07:00:00,08/29/16 08:00:00,107374182400
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 07:00:00,08/29/16 08:00:00,5368709120
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,5552333
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 07:00:00,08/29/16 08:00:00,2057
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,684
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,684
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 07:00:00,08/29/16 08:00:00,24860
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,684
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,836
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 07:00:00,08/29/16 08:00:00,1
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 07:00:00,08/29/16 08:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 07:00:00,08/29/16 08:00:00,1506
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,4858553
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,304
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 07:00:00,08/29/16 08:00:00,2
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,477089
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 07:00:00,08/29/16 08:00:00,248483
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 07:00:00,08/29/16 08:00:00,824197120
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,228
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 08:00:00,08/29/16 09:00:00,1
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 08:00:00,08/29/16 09:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,486090
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 08:00:00,08/29/16 09:00:00,824197120
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 08:00:00,08/29/16 09:00:00,2
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,5057083
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,836
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 08:00:00,08/29/16 09:00:00,1496
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 08:00:00,08/29/16 09:00:00,24769
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 08:00:00,08/29/16 09:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,266874
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,836
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 08:00:00,08/29/16 09:00:00,5368709120
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,5498189
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 08:00:00,08/29/16 09:00:00,2180
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 08:00:00,08/29/16 09:00:00,228
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 09:00:00,08/29/16 10:00:00,24753
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 09:00:00,08/29/16 10:00:00,5368709120
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 09:00:00,08/29/16 10:00:00,1482
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 09:00:00,08/29/16 10:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 09:00:00,08/29/16 10:00:00,1
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 09:00:00,08/29/16 10:00:00,2
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,5483309
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,608
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 09:00:00,08/29/16 10:00:00,824197120
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 09:00:00,08/29/16 10:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,760
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,4987093
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 09:00:00,08/29/16 10:00:00,2037
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,260995
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,472506
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,228
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 09:00:00,08/29/16 10:00:00,760
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 10:00:00,08/29/16 11:00:00,24814
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,4987554
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 10:00:00,08/29/16 11:00:00,1491
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 10:00:00,08/29/16 11:00:00,1
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 10:00:00,08/29/16 11:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 10:00:00,08/29/16 11:00:00,1
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 10:00:00,08/29/16 11:00:00,824197120
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,760
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 10:00:00,08/29/16 11:00:00,2
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,467404
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 10:00:00,08/29/16 11:00:00,2050
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,304
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 10:00:00,08/29/16 11:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,760
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,684
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,260003
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,304
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,5462719
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 10:00:00,08/29/16 11:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,228
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,228
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,836
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 11:00:00,08/29/16 12:00:00,5368709120
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,463592
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 11:00:00,08/29/16 12:00:00,107374182400
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 11:00:00,08/29/16 12:00:00,1
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 11:00:00,08/29/16 12:00:00,2058
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,836
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 11:00:00,08/29/16 12:00:00,26336
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 11:00:00,08/29/16 12:00:00,2
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,4985936
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,608
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,760
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 11:00:00,08/29/16 12:00:00,824197120
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 11:00:00,08/29/16 12:00:00,1503
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,260838
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 11:00:00,08/29/16 12:00:00,5467287
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 11:00:00,08/29/16 12:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,468867
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,4998773
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 12:00:00,08/29/16 13:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 12:00:00,08/29/16 13:00:00,1483
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 12:00:00,08/29/16 13:00:00,2
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,228
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,760
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 12:00:00,08/29/16 13:00:00,107374182400
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,5460640
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,760
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,228
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,760
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 12:00:00,08/29/16 13:00:00,5368709120
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 12:00:00,08/29/16 13:00:00,24008
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 12:00:00,08/29/16 13:00:00,2009
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,260943
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 12:00:00,08/29/16 13:00:00,824197120
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 12:00:00,08/29/16 13:00:00,836
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 12:00:00,08/29/16 13:00:00,1
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,5459530
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,304
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 13:00:00,08/29/16 14:00:00,824197120
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 13:00:00,08/29/16 14:00:00,1
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,4926273
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,760
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 13:00:00,08/29/16 14:00:00,1488
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,473298
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 13:00:00,08/29/16 14:00:00,25784
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 13:00:00,08/29/16 14:00:00,2
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 13:00:00,08/29/16 14:00:00,1
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,304
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 13:00:00,08/29/16 14:00:00,5368709120
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,836
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,245594
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 13:00:00,08/29/16 14:00:00,836
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 13:00:00,08/29/16 14:00:00,2054
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 13:00:00,08/29/16 14:00:00,107374182400
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 14:00:00,08/29/16 15:00:00,25540
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 14:00:00,08/29/16 15:00:00,1
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 14:00:00,08/29/16 15:00:00,1
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 14:00:00,08/29/16 15:00:00,1492
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 14:00:00,08/29/16 15:00:00,2
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,5043322
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 14:00:00,08/29/16 15:00:00,107374182400
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,684
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,5469681
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,228
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,228
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 14:00:00,08/29/16 15:00:00,2056
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 14:00:00,08/29/16 15:00:00,824197120
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 14:00:00,08/29/16 15:00:00,5368709120
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,760
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,470216
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,263881
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 14:00:00,08/29/16 15:00:00,760
AmazonRDS,Not Applicable,USW2-C3DataTransfer-Out-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,5457394
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 15:00:00,08/29/16 16:00:00,107374182400
AmazonRDS,Not Applicable,USW2-USE1-AWS-Out-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,304
AmazonRDS,Not Applicable,EU-DataTransfer-Out-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,684
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,304
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,608
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,5037022
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,684
AmazonRDS,CreateDBInstance:0002,USW2-InstanceUsage:db.t2.micro,,08/29/16 15:00:00,08/29/16 16:00:00,1
AmazonRDS,Not Applicable,USW2-DataTransfer-Out-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,760
AmazonRDS,Not Applicable,EU-RDS:StorageIOUsage,,08/29/16 15:00:00,08/29/16 16:00:00,1477
AmazonRDS,CreateDBInstance,EU-Aurora:StorageUsage,,08/29/16 15:00:00,08/29/16 16:00:00,824197120
AmazonRDS,CreateDBInstance,EU-Aurora:StorageIOUsage,,08/29/16 15:00:00,08/29/16 16:00:00,25683
AmazonRDS,Not Applicable,USW2-C3DataTransfer-In-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,468267
AmazonRDS,CreateDBInstance,EU-RDS:StorageUsage,,08/29/16 15:00:00,08/29/16 16:00:00,5368709120
AmazonRDS,CreateDBInstance:0002,EU-InstanceUsage:db.t1.micro,,08/29/16 15:00:00,08/29/16 16:00:00,1
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 15:00:00,08/29/16 16:00:00,2
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 15:00:00,08/29/16 16:00:00,275059
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 15:00:00,08/29/16 16:00:00,2023
AmazonRDS,CreateDBInstance:0016,EU-InstanceUsage:db.r3.large,,08/29/16 16:00:00,08/29/16 17:00:00,2
AmazonRDS,Not Applicable,EU-DataTransfer-In-Bytes,,08/29/16 16:00:00,08/29/16 17:00:00,912
AmazonRDS,Not Applicable,USW2-USE1-AWS-In-Bytes,,08/29/16 16:00:00,08/29/16 17:00:00,228
AmazonRDS,Not Applicable,EU-C3DataTransfer-Out-Bytes,,08/29/16 16:00:00,08/29/16 17:00:00,4997627
AmazonRDS,CreateDBInstance,USW2-RDS:StorageUsage,,08/29/16 16:00:00,08/29/16 17:00:00,107374182400
AmazonRDS,Not Applicable,USW2-RDS:StorageIOUsage,,08/29/16 16:00:00,08/29/16 17:00:00,2053
AmazonRDS,Not Applicable,USW2-DataTransfer-In-Bytes,,08/29/16 16:00:00,08/29/16 17:00:00,760
AmazonRDS,Not Applicable,EU-C3DataTransfer-In-Bytes,,08/29/16 16:00:00,08/29/16 17:00:00,258710
